person_cluster,tokens,variant_tokens,poems,variation_rate,person_category,same_person_confidence
Eimi,1,0,1,0.0,unmapped_possible_person_name,low
Aeska,1,0,1,0.0,unmapped_possible_person_name,low
Agaska,1,0,1,0.0,unmapped_possible_person_name,low
Aglitsa,1,1,1,1.0,unmapped_possible_person_name,low
Agutant,1,0,1,0.0,unmapped_possible_person_name,low
Ahilla,1,1,1,1.0,unmapped_possible_person_name,low
Ahkun,1,0,1,0.0,unmapped_possible_person_name,low
Ahlmann,1,0,1,0.0,unmapped_possible_person_name,low
Ahmo,1,0,1,0.0,unmapped_possible_person_name,low
Ahu,1,0,1,0.0,unmapped_possible_person_name,low
Ahula,1,0,1,0.0,unmapped_possible_person_name,low
Ahva,1,0,1,0.0,unmapped_possible_person_name,low
Aibu,1,0,1,0.0,unmapped_possible_person_name,low
Aija,1,0,1,0.0,unmapped_possible_person_name,low
Aijan,1,0,1,0.0,unmapped_possible_person_name,low
Aili,1,0,1,0.0,unmapped_possible_person_name,low
Aina,1,0,1,0.0,unmapped_possible_person_name,low
Ainavo,1,0,1,0.0,unmapped_possible_person_name,low
Aitsupadi,1,0,1,0.0,unmapped_possible_person_name,low
Aivas,1,0,1,0.0,unmapped_possible_person_name,low
Akeli,1,1,1,1.0,unmapped_possible_person_name,low
Akeri-Kaija,1,0,1,0.0,unmapped_possible_person_name,low
Akkala,1,0,1,0.0,unmapped_possible_person_name,low
Akkari,1,0,1,0.0,unmapped_possible_person_name,low
Akkila,1,0,1,0.0,unmapped_possible_person_name,low
Agard,1,0,1,0.0,unmapped_possible_person_name,low
Adukene,1,0,1,0.0,unmapped_possible_person_name,low
Alantojärvi,1,1,1,1.0,unmapped_possible_person_name,low
Adra-Ans,1,1,1,1.0,unmapped_possible_person_name,low
(name)+rikkoa,1,1,1,1.0,unmapped_possible_person_name,low
Aab,1,0,1,0.0,unmapped_possible_person_name,low
Aaber,1,0,1,0.0,unmapped_possible_person_name,low
Aada,1,0,1,0.0,unmapped_possible_person_name,low
Aado,1,0,1,0.0,unmapped_possible_person_name,low
Aakali,1,0,1,0.0,unmapped_possible_person_name,low
Aakeri,1,0,1,0.0,unmapped_possible_person_name,low
Aakkari,1,0,1,0.0,unmapped_possible_person_name,low
Aakkeri,1,0,1,0.0,unmapped_possible_person_name,low
Aalu,1,0,1,0.0,unmapped_possible_person_name,low
Aapo,1,0,1,0.0,unmapped_possible_person_name,low
Aappo,1,0,1,0.0,unmapped_possible_person_name,low
Aaprami,1,1,1,1.0,unmapped_possible_person_name,low
Aare,1,0,1,0.0,unmapped_possible_person_name,low
Aarikka,1,1,1,1.0,unmapped_possible_person_name,low
Aasi (proper),1,0,1,0.0,unmapped_possible_person_name,low
Aatolpi,1,0,1,0.0,unmapped_possible_person_name,low
Abaja,1,0,1,0.0,unmapped_possible_person_name,low
Abe,1,0,1,0.0,unmapped_possible_person_name,low
Abja,1,0,1,0.0,unmapped_possible_person_name,low
Abraham,1,1,1,1.0,unmapped_possible_person_name,low
Ado,1,0,1,0.0,unmapped_possible_person_name,low
Adolf,1,0,1,0.0,unmapped_possible_person_name,low
Akrikylä,1,1,1,1.0,unmapped_possible_person_name,low
Alava,1,0,1,0.0,unmapped_possible_person_name,low
Annekest,1,1,1,1.0,unmapped_possible_person_name,low
Amber,1,1,1,1.0,unmapped_possible_person_name,low
Ammuta,1,0,1,0.0,unmapped_possible_person_name,low
Anderseeni,1,0,1,0.0,unmapped_possible_person_name,low
Andersen,1,1,1,1.0,unmapped_possible_person_name,low
Andersseen,1,1,1,1.0,unmapped_possible_person_name,low
Anderssen,1,0,1,0.0,unmapped_possible_person_name,low
Andersseni,1,1,1,1.0,unmapped_possible_person_name,low
Andre,1,0,1,0.0,unmapped_possible_person_name,low
Andre & -l,1,1,1,1.0,unmapped_possible_person_name,low
Andrese+l,1,1,1,1.0,unmapped_possible_person_name,low
Andro,1,0,1,0.0,unmapped_possible_person_name,low
Andsu,1,0,1,0.0,unmapped_possible_person_name,low
Ane,1,1,1,1.0,unmapped_possible_person_name,low
Anetti,1,0,1,0.0,unmapped_possible_person_name,low
Ani (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
Anikan,1,0,1,0.0,unmapped_possible_person_name,low
Aninkola,1,0,1,0.0,unmapped_possible_person_name,low
Anjoi,1,0,1,0.0,unmapped_possible_person_name,low
Ankarström,1,0,1,0.0,unmapped_possible_person_name,low
Anna (Finnish),1,1,1,1.0,unmapped_possible_person_name,low
Anna (gen),1,1,1,1.0,unmapped_possible_person_name,low
Anna (name),1,1,1,1.0,unmapped_possible_person_name,low
Annastiina,1,0,1,0.0,unmapped_possible_person_name,low
Anne+kene,1,1,1,1.0,unmapped_possible_person_name,low
Amin,1,0,1,0.0,unmapped_possible_person_name,low
Ambelas,1,0,1,0.0,unmapped_possible_person_name,low
Alavere,1,0,1,0.0,unmapped_possible_person_name,low
Ambela,1,0,1,0.0,unmapped_possible_person_name,low
Aleksander,1,0,1,0.0,unmapped_possible_person_name,low
Alevere,1,0,1,0.0,unmapped_possible_person_name,low
Alevine,1,0,1,0.0,unmapped_possible_person_name,low
Alho,1,0,1,0.0,unmapped_possible_person_name,low
Aljaka (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
Aljalast,1,1,1,1.0,unmapped_possible_person_name,low
Aljava,1,0,1,0.0,unmapped_possible_person_name,low
Aljokaal (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
Alju,1,0,1,0.0,unmapped_possible_person_name,low
Allen,1,1,1,1.0,unmapped_possible_person_name,low
Alleri,1,0,1,0.0,unmapped_possible_person_name,low
Alli & poika,1,0,1,0.0,unmapped_possible_person_name,low
Allin,1,1,1,1.0,unmapped_possible_person_name,low
Alliparra,1,0,1,0.0,unmapped_possible_person_name,low
Alllor,1,1,1,1.0,unmapped_possible_person_name,low
Alpetti,1,0,1,0.0,unmapped_possible_person_name,low
Alto,1,0,1,0.0,unmapped_possible_person_name,low
Alus,1,0,1,0.0,unmapped_possible_person_name,low
Alva,1,0,1,0.0,unmapped_possible_person_name,low
Alvandu,1,0,1,0.0,unmapped_possible_person_name,low
Amalia,1,0,1,0.0,unmapped_possible_person_name,low
Amana,1,1,1,1.0,unmapped_possible_person_name,low
Ambel,1,0,1,0.0,unmapped_possible_person_name,low
Eija,1,1,1,1.0,unmapped_possible_person_name,low
Eku,1,0,1,0.0,unmapped_possible_person_name,low
Iba,1,0,1,0.0,unmapped_possible_person_name,low
Hiiu,1,0,1,0.0,unmapped_possible_person_name,low
Hikka (name)/hikkoa,1,1,1,1.0,unmapped_possible_person_name,low
Hilda,1,0,1,0.0,unmapped_possible_person_name,low
Hilippäinen,1,0,1,0.0,unmapped_possible_person_name,low
Hilleri,1,1,1,1.0,unmapped_possible_person_name,low
Hillu,1,0,1,0.0,unmapped_possible_person_name,low
Himmeri,1,0,1,0.0,unmapped_possible_person_name,low
Himmerkki,1,0,1,0.0,unmapped_possible_person_name,low
Himola,1,0,1,0.0,unmapped_possible_person_name,low
Hindsu,1,0,1,0.0,unmapped_possible_person_name,low
Hinni,1,0,1,0.0,unmapped_possible_person_name,low
Hinnu,1,0,1,0.0,unmapped_possible_person_name,low
Hinsala,1,0,1,0.0,unmapped_possible_person_name,low
Hintta,1,0,1,0.0,unmapped_possible_person_name,low
Hinttu,1,1,1,1.0,unmapped_possible_person_name,low
Hipula,1,0,1,0.0,unmapped_possible_person_name,low
Hissu,1,0,1,0.0,unmapped_possible_person_name,low
Hitola,1,0,1,0.0,unmapped_possible_person_name,low
Hittara,1,0,1,0.0,unmapped_possible_person_name,low
Hodari,1,0,1,0.0,unmapped_possible_person_name,low
Holard,1,0,1,0.0,unmapped_possible_person_name,low
Hollandi,1,0,1,0.0,unmapped_possible_person_name,low
Holler,1,0,1,0.0,unmapped_possible_person_name,low
Holmistei,1,0,1,0.0,unmapped_possible_person_name,low
Hikka (hypocoristic),1,1,1,1.0,unmapped_possible_person_name,low
Hiitelä,1,0,1,0.0,unmapped_possible_person_name,low
Hommel,1,0,1,0.0,unmapped_possible_person_name,low
Hietala,1,0,1,0.0,unmapped_possible_person_name,low
Hellä/ellen,1,1,1,1.0,unmapped_possible_person_name,low
Hellä?,1,1,1,1.0,unmapped_possible_person_name,low
Helslein,1,0,1,0.0,unmapped_possible_person_name,low
Helssa,1,0,1,0.0,unmapped_possible_person_name,low
Helssa & Maija,1,0,1,0.0,unmapped_possible_person_name,low
Helvi,1,0,1,0.0,unmapped_possible_person_name,low
Hemmer,1,0,1,0.0,unmapped_possible_person_name,low
Hemmiläinen,1,0,1,0.0,unmapped_possible_person_name,low
Hemminki,1,0,1,0.0,unmapped_possible_person_name,low
Hendrik,1,0,1,0.0,unmapped_possible_person_name,low
Henrikki,1,0,1,0.0,unmapped_possible_person_name,low
Henttu,1,0,1,0.0,unmapped_possible_person_name,low
Hentun-Liisa,1,1,1,1.0,unmapped_possible_person_name,low
Hepola,1,0,1,0.0,unmapped_possible_person_name,low
Herman,1,1,1,1.0,unmapped_possible_person_name,low
Hermann,1,0,1,0.0,unmapped_possible_person_name,low
Hermanni,1,0,1,0.0,unmapped_possible_person_name,low
Hermanni (diminutive),1,1,1,1.0,unmapped_possible_person_name,low
Herpo,1,0,1,0.0,unmapped_possible_person_name,low
Hertta,1,0,1,0.0,unmapped_possible_person_name,low
Hertta&lehmä,1,0,1,0.0,unmapped_possible_person_name,low
Heta,1,0,1,0.0,unmapped_possible_person_name,low
Hetu,1,0,1,0.0,unmapped_possible_person_name,low
Holofernes,1,0,1,0.0,unmapped_possible_person_name,low
Honuhri,1,1,1,1.0,unmapped_possible_person_name,low
Helle,1,0,1,0.0,unmapped_possible_person_name,low
Husso (hypocoristic),1,1,1,1.0,unmapped_possible_person_name,low
Huttu,1,0,1,0.0,unmapped_possible_person_name,low
Huugo,1,0,1,0.0,unmapped_possible_person_name,low
Huuhan,1,0,1,0.0,unmapped_possible_person_name,low
Huuhmar,1,0,1,0.0,unmapped_possible_person_name,low
Huuhti,1,1,1,1.0,unmapped_possible_person_name,low
Hymälä,1,0,1,0.0,unmapped_possible_person_name,low
Hynny,1,0,1,0.0,unmapped_possible_person_name,low
Hyrkkä,1,0,1,0.0,unmapped_possible_person_name,low
Hyrzylä,1,0,1,0.0,unmapped_possible_person_name,low
Hyssy,1,0,1,0.0,unmapped_possible_person_name,low
Hyymölä,1,0,1,0.0,unmapped_possible_person_name,low
Hyysi (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Hämmeenlinna,1,0,1,0.0,unmapped_possible_person_name,low
Hännikkäinen,1,1,1,1.0,unmapped_possible_person_name,low
Härkänen,1,0,1,0.0,unmapped_possible_person_name,low
Härkölä,1,0,1,0.0,unmapped_possible_person_name,low
Härneenlinna,1,0,1,0.0,unmapped_possible_person_name,low
Håvi,1,0,1,0.0,unmapped_possible_person_name,low
Hõntu,1,0,1,0.0,unmapped_possible_person_name,low
Hömsä,1,1,1,1.0,unmapped_possible_person_name,low
Hös,1,0,1,0.0,unmapped_possible_person_name,low
Höödor,1,0,1,0.0,unmapped_possible_person_name,low
Hüüp,1,0,1,0.0,unmapped_possible_person_name,low
Hutti,1,0,1,0.0,unmapped_possible_person_name,low
Husso,1,0,1,0.0,unmapped_possible_person_name,low
Hoppus,1,0,1,0.0,unmapped_possible_person_name,low
Husaan,1,1,1,1.0,unmapped_possible_person_name,low
Horila,1,1,1,1.0,unmapped_possible_person_name,low
Horola,1,0,1,0.0,unmapped_possible_person_name,low
Hotarin,1,1,1,1.0,unmapped_possible_person_name,low
Hotjelmoinen,1,0,1,0.0,unmapped_possible_person_name,low
Huab,1,1,1,1.0,unmapped_possible_person_name,low
Huis (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Huit,1,0,1,0.0,unmapped_possible_person_name,low
Huiti,1,0,1,0.0,unmapped_possible_person_name,low
Hukka,1,0,1,0.0,unmapped_possible_person_name,low
Hulda,1,1,1,1.0,unmapped_possible_person_name,low
Hulivili,1,0,1,0.0,unmapped_possible_person_name,low
Huma,1,0,1,0.0,unmapped_possible_person_name,low
Humppu,1,0,1,0.0,unmapped_possible_person_name,low
Humppu (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Hunnikkala,1,0,1,0.0,unmapped_possible_person_name,low
Hunnu/huntu,1,0,1,0.0,unmapped_possible_person_name,low
Huntila,1,0,1,0.0,unmapped_possible_person_name,low
Hunto,1,0,1,0.0,unmapped_possible_person_name,low
Huntti (name),1,0,1,0.0,unmapped_possible_person_name,low
Huppila,1,0,1,0.0,unmapped_possible_person_name,low
Huri,1,0,1,0.0,unmapped_possible_person_name,low
Hurru,1,0,1,0.0,unmapped_possible_person_name,low
Hus,1,0,1,0.0,unmapped_possible_person_name,low
Hellen/Ellen,1,0,1,0.0,unmapped_possible_person_name,low
Helen,1,1,1,1.0,unmapped_possible_person_name,low
Elama,1,1,1,1.0,unmapped_possible_person_name,low
Erik,1,0,1,0.0,unmapped_possible_person_name,low
Erikki,1,0,1,0.0,unmapped_possible_person_name,low
Eriksson,1,0,1,0.0,unmapped_possible_person_name,low
Erkka?,1,1,1,1.0,unmapped_possible_person_name,low
Erma,1,0,1,0.0,unmapped_possible_person_name,low
Ervelä,1,0,1,0.0,unmapped_possible_person_name,low
Ester,1,0,1,0.0,unmapped_possible_person_name,low
Esteri,1,1,1,1.0,unmapped_possible_person_name,low
Exportles,1,0,1,0.0,unmapped_possible_person_name,low
Eänisjärvi,1,1,1,1.0,unmapped_possible_person_name,low
Fadja,1,0,1,0.0,unmapped_possible_person_name,low
Fani,1,0,1,0.0,unmapped_possible_person_name,low
Fedo,1,0,1,0.0,unmapped_possible_person_name,low
Fedosi,1,1,1,1.0,unmapped_possible_person_name,low
Ferna,1,0,1,0.0,unmapped_possible_person_name,low
Fransa,1,0,1,0.0,unmapped_possible_person_name,low
Fredriikka,1,1,1,1.0,unmapped_possible_person_name,low
Friitala,1,0,1,0.0,unmapped_possible_person_name,low
Gajanus,1,0,1,0.0,unmapped_possible_person_name,low
Gaurila,1,0,1,0.0,unmapped_possible_person_name,low
Gavril,1,1,1,1.0,unmapped_possible_person_name,low
Gouril,1,0,1,0.0,unmapped_possible_person_name,low
Griisi,1,0,1,0.0,unmapped_possible_person_name,low
Grikko,1,1,1,1.0,unmapped_possible_person_name,low
Erika,1,0,1,0.0,unmapped_possible_person_name,low
Ergen,1,0,1,0.0,unmapped_possible_person_name,low
Haali,1,0,1,0.0,unmapped_possible_person_name,low
Erel,1,0,1,0.0,unmapped_possible_person_name,low
Elburi,1,0,1,0.0,unmapped_possible_person_name,low
Eld,1,0,1,0.0,unmapped_possible_person_name,low
Eldsehulk,1,1,1,1.0,unmapped_possible_person_name,low
Eldseulg,1,1,1,1.0,unmapped_possible_person_name,low
Eliisabet,1,1,1,1.0,unmapped_possible_person_name,low
Elivant,1,0,1,0.0,unmapped_possible_person_name,low
Ellermann,1,0,1,0.0,unmapped_possible_person_name,low
Elli/Ellen,1,1,1,1.0,unmapped_possible_person_name,low
Ellik,1,0,1,0.0,unmapped_possible_person_name,low
Ellistvere,1,0,1,0.0,unmapped_possible_person_name,low
Ello,1,0,1,0.0,unmapped_possible_person_name,low
Elmar,1,1,1,1.0,unmapped_possible_person_name,low
Elmi,1,1,1,1.0,unmapped_possible_person_name,low
Elvi,1,0,1,0.0,unmapped_possible_person_name,low
Elviira,1,0,1,0.0,unmapped_possible_person_name,low
Emmu,1,0,1,0.0,unmapped_possible_person_name,low
Endel,1,0,1,0.0,unmapped_possible_person_name,low
Endrek,1,0,1,0.0,unmapped_possible_person_name,low
Endresmatti,1,0,1,0.0,unmapped_possible_person_name,low
Engermanni,1,0,1,0.0,unmapped_possible_person_name,low
Entel,1,0,1,0.0,unmapped_possible_person_name,low
Eppel,1,0,1,0.0,unmapped_possible_person_name,low
Epperi,1,1,1,1.0,unmapped_possible_person_name,low
Gustav,1,1,1,1.0,unmapped_possible_person_name,low
Haapalainen,1,0,1,0.0,unmapped_possible_person_name,low
Heleme,1,0,1,0.0,unmapped_possible_person_name,low
Hannu/antaa,1,1,1,1.0,unmapped_possible_person_name,low
Hantsukene,1,0,1,0.0,unmapped_possible_person_name,low
Harjavalla,1,0,1,0.0,unmapped_possible_person_name,low
Harri,1,0,1,0.0,unmapped_possible_person_name,low
Hartsuana,1,0,1,0.0,unmapped_possible_person_name,low
Hassinen,1,0,1,0.0,unmapped_possible_person_name,low
Hasso,1,0,1,0.0,unmapped_possible_person_name,low
Hatak,1,0,1,0.0,unmapped_possible_person_name,low
Hateks,1,0,1,0.0,unmapped_possible_person_name,low
Hati,1,0,1,0.0,unmapped_possible_person_name,low
Haukka-Aapa,1,0,1,0.0,unmapped_possible_person_name,low
Hauskala,1,0,1,0.0,unmapped_possible_person_name,low
Havi,1,0,1,0.0,unmapped_possible_person_name,low
Heekil,1,0,1,0.0,unmapped_possible_person_name,low
Heide,1,0,1,0.0,unmapped_possible_person_name,low
Heikki+kellari,1,1,1,1.0,unmapped_possible_person_name,low
Heikko,1,0,1,0.0,unmapped_possible_person_name,low
Heiskala,1,0,1,0.0,unmapped_possible_person_name,low
Heiskalaan,1,1,1,1.0,unmapped_possible_person_name,low
Heiskas,1,0,1,0.0,unmapped_possible_person_name,low
Hekki (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
Hekkoa,1,1,1,1.0,unmapped_possible_person_name,low
Hekku,1,0,1,0.0,unmapped_possible_person_name,low
Hekoilta,1,1,1,1.0,unmapped_possible_person_name,low
Hansur,1,0,1,0.0,unmapped_possible_person_name,low
Hanno,1,0,1,0.0,unmapped_possible_person_name,low
Haapio,1,0,1,0.0,unmapped_possible_person_name,low
Hannikka,1,0,1,0.0,unmapped_possible_person_name,low
Haavikko,1,0,1,0.0,unmapped_possible_person_name,low
Hagudi,1,1,1,1.0,unmapped_possible_person_name,low
Haiko,1,0,1,0.0,unmapped_possible_person_name,low
Haili+mänty,1,1,1,1.0,unmapped_possible_person_name,low
Haimi-la,1,1,1,1.0,unmapped_possible_person_name,low
Haituli,1,0,1,0.0,unmapped_possible_person_name,low
Hakki,1,1,1,1.0,unmapped_possible_person_name,low
Hakkinen,1,1,1,1.0,unmapped_possible_person_name,low
Hakko,1,0,1,0.0,unmapped_possible_person_name,low
Hakuni,1,0,1,0.0,unmapped_possible_person_name,low
Hali,1,0,1,0.0,unmapped_possible_person_name,low
Halli (name),1,0,1,0.0,unmapped_possible_person_name,low
Halli/halla,1,0,1,0.0,unmapped_possible_person_name,low
Halli/halli,1,0,1,0.0,unmapped_possible_person_name,low
Hallika+l,1,0,1,0.0,unmapped_possible_person_name,low
Hallika+le,1,0,1,0.0,unmapped_possible_person_name,low
Hallila,1,0,1,0.0,unmapped_possible_person_name,low
Hallistu,1,0,1,0.0,unmapped_possible_person_name,low
Halmela,1,0,1,0.0,unmapped_possible_person_name,low
Haluuni,1,0,1,0.0,unmapped_possible_person_name,low
Hamajeli,1,0,1,0.0,unmapped_possible_person_name,low
Hampas,1,0,1,0.0,unmapped_possible_person_name,low
Hanikkala,1,0,1,0.0,unmapped_possible_person_name,low
Krants,1,0,1,0.0,unmapped_possible_person_name,low
Krassi,1,0,1,0.0,unmapped_possible_person_name,low
Raipio,1,0,1,0.0,unmapped_possible_person_name,low
Onkamo,1,0,1,0.0,unmapped_possible_person_name,low
Oode,1,0,1,0.0,unmapped_possible_person_name,low
Ooduva,1,0,1,0.0,unmapped_possible_person_name,low
Oopladi,1,1,1,1.0,unmapped_possible_person_name,low
Oovi,1,0,1,0.0,unmapped_possible_person_name,low
Orik,1,0,1,0.0,unmapped_possible_person_name,low
Orina,1,0,1,0.0,unmapped_possible_person_name,low
Orsla,1,1,1,1.0,unmapped_possible_person_name,low
Osara,1,0,1,0.0,unmapped_possible_person_name,low
Oska,1,1,1,1.0,unmapped_possible_person_name,low
Oskari,1,1,1,1.0,unmapped_possible_person_name,low
Osku,1,0,1,0.0,unmapped_possible_person_name,low
Osman,1,0,1,0.0,unmapped_possible_person_name,low
Osmanni,1,0,1,0.0,unmapped_possible_person_name,low
Osmatar,1,0,1,0.0,unmapped_possible_person_name,low
Ossa,1,0,1,0.0,unmapped_possible_person_name,low
Oto,1,0,1,0.0,unmapped_possible_person_name,low
Ots,1,0,1,0.0,unmapped_possible_person_name,low
Otsa,1,0,1,0.0,unmapped_possible_person_name,low
Otsa+l,1,0,1,0.0,unmapped_possible_person_name,low
Otsa+le+gi,1,0,1,0.0,unmapped_possible_person_name,low
Otteljaana,1,0,1,0.0,unmapped_possible_person_name,low
Otto/otto,1,0,1,0.0,unmapped_possible_person_name,low
Ottu,1,0,1,0.0,unmapped_possible_person_name,low
Onnimanni,1,0,1,0.0,unmapped_possible_person_name,low
Olüküva,1,1,1,1.0,unmapped_possible_person_name,low
Outi (proper noun),1,1,1,1.0,unmapped_possible_person_name,low
Olustvere,1,0,1,0.0,unmapped_possible_person_name,low
Ohta,1,0,1,0.0,unmapped_possible_person_name,low
Ohtla,1,0,1,0.0,unmapped_possible_person_name,low
Ohtonen,1,0,1,0.0,unmapped_possible_person_name,low
(name) Heko,1,1,1,1.0,unmapped_possible_person_name,low
Oidu,1,1,1,1.0,unmapped_possible_person_name,low
Oijus,1,0,1,0.0,unmapped_possible_person_name,low
Oinonen,1,0,1,0.0,unmapped_possible_person_name,low
Oisu,1,0,1,0.0,unmapped_possible_person_name,low
Oiva,1,0,1,0.0,unmapped_possible_person_name,low
Ojabril,1,0,1,0.0,unmapped_possible_person_name,low
Okkola,1,1,1,1.0,unmapped_possible_person_name,low
Oksanen,1,0,1,0.0,unmapped_possible_person_name,low
Okuli,1,0,1,0.0,unmapped_possible_person_name,low
Olard,1,0,1,0.0,unmapped_possible_person_name,low
Olavi,1,1,1,1.0,unmapped_possible_person_name,low
Olderjaan,1,0,1,0.0,unmapped_possible_person_name,low
Olkomoisio,1,0,1,0.0,unmapped_possible_person_name,low
Olla-ko (context suggests proper name),1,1,1,1.0,unmapped_possible_person_name,low
Ollant,1,0,1,0.0,unmapped_possible_person_name,low
Ollard,1,1,1,1.0,unmapped_possible_person_name,low
Ollas,1,0,1,0.0,unmapped_possible_person_name,low
Olona,1,0,1,0.0,unmapped_possible_person_name,low
Olona (proper noun),1,0,1,0.0,unmapped_possible_person_name,low
Oute,1,0,1,0.0,unmapped_possible_person_name,low
Ovamo,1,0,1,0.0,unmapped_possible_person_name,low
Ogoini,1,0,1,0.0,unmapped_possible_person_name,low
Palvolass,1,0,1,0.0,unmapped_possible_person_name,low
Parasilla,1,0,1,0.0,unmapped_possible_person_name,low
Parikka,1,0,1,0.0,unmapped_possible_person_name,low
Parkki,1,0,1,0.0,unmapped_possible_person_name,low
Parkkila,1,0,1,0.0,unmapped_possible_person_name,low
Parola,1,0,1,0.0,unmapped_possible_person_name,low
Parpala,1,0,1,0.0,unmapped_possible_person_name,low
Parra,1,0,1,0.0,unmapped_possible_person_name,low
Parsima,1,0,1,0.0,unmapped_possible_person_name,low
Parsio,1,0,1,0.0,unmapped_possible_person_name,low
Pasas,1,0,1,0.0,unmapped_possible_person_name,low
Patakrela,1,0,1,0.0,unmapped_possible_person_name,low
Patsi,1,0,1,0.0,unmapped_possible_person_name,low
Patsola,1,0,1,0.0,unmapped_possible_person_name,low
Pauli,1,1,1,1.0,unmapped_possible_person_name,low
Pauliina,1,0,1,0.0,unmapped_possible_person_name,low
Paulpassi,1,0,1,0.0,unmapped_possible_person_name,low
Paulus,1,0,1,0.0,unmapped_possible_person_name,low
Pauluskoi,1,0,1,0.0,unmapped_possible_person_name,low
Pauluskoi (proper),1,0,1,0.0,unmapped_possible_person_name,low
Pavo,1,0,1,0.0,unmapped_possible_person_name,low
Pedri,1,0,1,0.0,unmapped_possible_person_name,low
Peeber,1,0,1,0.0,unmapped_possible_person_name,low
Peebule,1,1,1,1.0,unmapped_possible_person_name,low
Pampuri,1,0,1,0.0,unmapped_possible_person_name,low
Palvere,1,0,1,0.0,unmapped_possible_person_name,low
Ovaskainen,1,0,1,0.0,unmapped_possible_person_name,low
Palle,1,0,1,0.0,unmapped_possible_person_name,low
Paakkari,1,0,1,0.0,unmapped_possible_person_name,low
Paakoi,1,0,1,0.0,unmapped_possible_person_name,low
Paapu,1,0,1,0.0,unmapped_possible_person_name,low
Paasaho,1,0,1,0.0,unmapped_possible_person_name,low
Paastu,1,0,1,0.0,unmapped_possible_person_name,low
Paatsa,1,0,1,0.0,unmapped_possible_person_name,low
Paaval,1,1,1,1.0,unmapped_possible_person_name,low
Paavo (modern equivalent),1,1,1,1.0,unmapped_possible_person_name,low
Paavo/karhu,1,1,1,1.0,unmapped_possible_person_name,low
Padula,1,0,1,0.0,unmapped_possible_person_name,low
Paemurd,1,0,1,0.0,unmapped_possible_person_name,low
Pahnila,1,0,1,0.0,unmapped_possible_person_name,low
Paiburu,1,0,1,0.0,unmapped_possible_person_name,low
Paikko,1,0,1,0.0,unmapped_possible_person_name,low
Paisjo,1,0,1,0.0,unmapped_possible_person_name,low
Pajujüri,1,0,1,0.0,unmapped_possible_person_name,low
Pajumard,1,0,1,0.0,unmapped_possible_person_name,low
Paki,1,0,1,0.0,unmapped_possible_person_name,low
Pakila,1,1,1,1.0,unmapped_possible_person_name,low
Palaga,1,0,1,0.0,unmapped_possible_person_name,low
Palber,1,0,1,0.0,unmapped_possible_person_name,low
Paldiski,1,0,1,0.0,unmapped_possible_person_name,low
Palevere,1,0,1,0.0,unmapped_possible_person_name,low
Oguli,1,0,1,0.0,unmapped_possible_person_name,low
Ode,1,0,1,0.0,unmapped_possible_person_name,low
Peep,1,1,1,1.0,unmapped_possible_person_name,low
Naasti,1,1,1,1.0,unmapped_possible_person_name,low
Nagritsa,1,0,1,0.0,unmapped_possible_person_name,low
Nakka,1,0,1,0.0,unmapped_possible_person_name,low
Nalakki,1,0,1,0.0,unmapped_possible_person_name,low
Nalgjan,1,0,1,0.0,unmapped_possible_person_name,low
Nallernatt,1,1,1,1.0,unmapped_possible_person_name,low
Narvo,1,1,1,1.0,unmapped_possible_person_name,low
Nasarka,1,0,1,0.0,unmapped_possible_person_name,low
Naserkalle,1,1,1,1.0,unmapped_possible_person_name,low
Nasta,1,0,1,0.0,unmapped_possible_person_name,low
Nasti,1,0,1,0.0,unmapped_possible_person_name,low
Nata-puro,1,0,1,0.0,unmapped_possible_person_name,low
Natan,1,1,1,1.0,unmapped_possible_person_name,low
Natto,1,0,1,0.0,unmapped_possible_person_name,low
Naumi,1,0,1,0.0,unmapped_possible_person_name,low
Nebo,1,0,1,0.0,unmapped_possible_person_name,low
Nebokatov,1,0,1,0.0,unmapped_possible_person_name,low
Nelli,1,0,1,0.0,unmapped_possible_person_name,low
Neo,1,0,1,0.0,unmapped_possible_person_name,low
Nesperi,1,0,1,0.0,unmapped_possible_person_name,low
Nesteri,1,0,1,0.0,unmapped_possible_person_name,low
Neteli,1,0,1,0.0,unmapped_possible_person_name,low
Neuon,1,0,1,0.0,unmapped_possible_person_name,low
Nigula,1,0,1,0.0,unmapped_possible_person_name,low
Naatu,1,0,1,0.0,unmapped_possible_person_name,low
Naastas,1,0,1,0.0,unmapped_possible_person_name,low
Niia,1,0,1,0.0,unmapped_possible_person_name,low
Naasta,1,0,1,0.0,unmapped_possible_person_name,low
Myyry,1,0,1,0.0,unmapped_possible_person_name,low
Myyrä,1,0,1,0.0,unmapped_possible_person_name,low
Myöhkä,1,0,1,0.0,unmapped_possible_person_name,low
Mämmilä,1,0,1,0.0,unmapped_possible_person_name,low
Mämmis,1,0,1,0.0,unmapped_possible_person_name,low
Märada,1,0,1,0.0,unmapped_possible_person_name,low
Märtenil,1,1,1,1.0,unmapped_possible_person_name,low
Määttälä,1,0,1,0.0,unmapped_possible_person_name,low
