feature_rank_by_size,semantic_name_group,english_variant,area_name,macroRegion,langLabel,langCode,standard_lemma,mentions,poems,top_local_lemmas,top_surface_forms,top_word_in_english
7,Peter / Pietari / Peeter,Peter,Jaakkima,Finland/Savo-Karelia,Finnish,su,Pietarinpoika,1,1,Pietarinpoika (1),Pietarinpoika (1),Peter's son (1)
7,Peter / Pietari / Peeter,Peter,Jaani,Estonia core/west,North Estonian,viP,Peeter,1,1,Peeter (1),Peeter (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Jalasjärvi,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Janakkala,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Joensuu,Finland/Savo-Karelia,Finnish,su,Pekka,1,1,Pekka (1),Pekka (1),Pekka (1)
7,Peter / Pietari / Peeter,Peter,Johannes,Finland/Savo-Karelia,Finnish,su,Pietari,2,2,Pietari (2),Pietari (2),Peter (2)
7,Peter / Pietari / Peeter,Pekka/Pekko,Joroinen,Finland/Savo-Karelia,Finnish,su,Pekka,4,4,Pekka (4),Pekka (4),Pekka (4)
7,Peter / Pietari / Peeter,Peter,Joroinen,Finland/Savo-Karelia,Finnish,su,Pietari,2,2,pietari (1); Pietari (1),Pietari (1); Pietarin (1),Peter (1); Peter's (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Joroinen,Finland/Savo-Karelia,Finnish,su,Sonkula-Pekka,1,1,Sonkula-Pekka (1),Sonkula-Pekka (1),Sonkula-Pekka (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Joutseno,Finland/Savo-Karelia,Finnish,su,pekko,1,1,pekol (1),pekon (1),Pekko's (1)
7,Peter / Pietari / Peeter,Peter,Joutseno,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Jurva,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Juuka,Finland/Savo-Karelia,Finnish,su,Pekka,2,2,Pekka (2),Pekka (2),Pekka (2)
7,Peter / Pietari / Peeter,Peter,Juuka,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietarin (1),Peter's (1)
7,Peter / Pietari / Peeter,Peter,Juva,Finland/Savo-Karelia,Finnish,su,Pietari,3,3,Pietari (3),Pietari (2); Pietarin (1),Peter (2); of Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Juva,Finland/Savo-Karelia,Finnish,su,Pekka,1,1,Pekka-han (1),Pekkahan (1),Pekka (1)
7,Peter / Pietari / Peeter,Peter,Juva,Finland/Savo-Karelia,Finnish,su,Petteri,1,1,Petter (1),Petter (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Jällivaara,Finland/Savo-Karelia,Tornedalen Finnish,su,Petteri,1,1,Petter (1),Petteri (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Järva-Jaani,Estonia core/west,North Estonian,viP,Peeter,4,3,Peeter (3); peeter (1),Peeter (2); Peetri (1); Peetrille (1),Peter (2); Peter's (1); to Peter (1)
7,Peter / Pietari / Peeter,Peeter,Järva-Jaani,Estonia core/west,North Estonian,viP,Peeter,2,2,Peeter (2),Peetri (1); Peetrile (1),Peeter's (1); to Peeter (1)
7,Peter / Pietari / Peeter,Peeter,Järva-Madise,Estonia core/west,North Estonian,viP,Peeter,3,3,Peeter (3),Peeter (2); Peetri (1),Peeter (2); Peeter's (1)
7,Peter / Pietari / Peeter,Peter,Järva-Madise,Estonia core/west,North Estonian,viP,Peeter,2,2,Peeter (2),Peetril (1); Peeter (1),Peter's (1); Peter (1)
7,Peter / Pietari / Peeter,Peter,Jõelähtme,Estonia core/west,North Estonian,viP,Peeter,3,3,Peeter (3),Peeter (3),Peter (3)
7,Peter / Pietari / Peeter,Peter,Jõhvi,Estonia core/west,North Estonian,viP,Peeter,17,7,Peeter (12); Pieder (2); Pieter (2); Pietar (1),Peeter (12); Peetri (4); Piedri (1),Peter (12); Peter's (4); of Peter (1)
7,Peter / Pietari / Peeter,Peeter,Jõhvi,Estonia core/west,North Estonian,viP,Peeter,2,2,Peeter (2),Peetri (1); Peetrile (1),Peeter's (1); to Peeter (1)
7,Peter / Pietari / Peeter,Peter,Jüri,Estonia core/west,North Estonian,viP,Peeter,1,1,Peeter (1),Peeter (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Kaarina,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Peeter,Kaarma,Estonia core/west,North Estonian,viP,Peeter,1,1,Peeter (1),Peeter (1),Peeter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kaavi,Finland/Savo-Karelia,Finnish,su,Pekka,3,3,Pekka (3),Pekka (3),Pekka (3)
7,Peter / Pietari / Peeter,Peter,Kaavi,Finland/Savo-Karelia,Finnish,su,Pietari,2,2,Pietari (2),Pietari (2),Peter (2)
7,Peter / Pietari / Peeter,Petteri/Pietari,Kaavi,Finland/Savo-Karelia,Finnish,su,Pietari,2,2,Pietari (1); Pietari+n (1),Pietariin (1); Pietarin (1),to Pietari (1); Pietari's (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kaavi,Finland/Savo-Karelia,Finnish,su,pekko,1,1,pekko (1),pekköö (1),Pekko (1)
7,Peter / Pietari / Peeter,Peeter,Kadrina,Estonia core/west,North Estonian,viP,Peeter,10,8,Peeter (8); peedarie (1); Peetri (1),Peeter (5); Peetri (3); Peedari (1); Peetrilt (1),Peeter (5); Peeter's (4); from Peeter (1)
7,Peter / Pietari / Peeter,Peter,Kadrina,Estonia core/west,North Estonian,viP,Peeter,5,4,Peeter (5),Peeter (4); Peetri (1),Peter (4); Peter's (1)
7,Peter / Pietari / Peeter,Peter,Kalvola,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Peeter,Kambja,Estonia core/west,South Estonian,viE,Peeter,3,1,Peeter (3),Peeter (2); Peetrit (1),Peeter (3)
7,Peter / Pietari / Peeter,Peter,Kangasala,Finland/Savo-Karelia,Finnish,su,Pietari,2,2,Pietari (1); pietari (1),Pietari (1); pietari (1),Peter (2)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kangaslampi,Finland/Savo-Karelia,Finnish,su,Pekka,4,4,Pekka (4),Pekka (4),Pekka (4)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kangasniemi,Finland/Savo-Karelia,Finnish,su,Pekka,3,3,Pekka (3),Pekka (3),Pekka (3)
7,Peter / Pietari / Peeter,Peter,Kankaanpää,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Kankaanpää,Finland/Savo-Karelia,Finnish,su,Pyhä Pietari,1,1,pyhäpietari (1),Pyhä Pietari (1),Saint Peter (1)
7,Peter / Pietari / Peeter,Peter,Kaprio,Ingria,Finnish,su,Petteri,1,1,Petteri (1),Petterin (1),Peter's (1)
7,Peter / Pietari / Peeter,Peter,Kaprio,Ingria,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Kaprio,Ingria,Finnish,su,Pietarista,1,1,Petteri (1),Pietarista (1),from Peter (1)
7,Peter / Pietari / Peeter,Petteri/Pietari,Kaprio,Ingria,Finnish,su,Petteri,1,1,Petteri (1),Petterin (1),Petteri's (1)
7,Peter / Pietari / Peeter,Peter,Karja,Estonia core/west,North Estonian,viP,Peeter,2,2,Peeter (2),Peetre (1); Peeter (1),Peter's (1); Peter (1)
7,Peter / Pietari / Peeter,Peter,Karksi,Estonia core/west,South Estonian,viE,Peeter,18,9,Peeter (16); Peender (1); piiter (1),Peeter (12); Peetri (3); Peetrit (1); Peetrile (1); Peetereta (1),Peter (13); Peter's (2); into Peter's (1); to Peter (1); without Peter (1)
7,Peter / Pietari / Peeter,Peeter,Karksi,Estonia core/west,South Estonian,viE,Peeter,8,6,Peeter (8),Peeter (5); Peetri (1); Peetriga (1); Peetrit (1),Peeter (5); Peeter's (1); with Peeter (1); Peeter (acc.) (1)
7,Peter / Pietari / Peeter,Peter,Karksi,Estonia core/west,South Estonian,viE,Piiter,1,1,Piiter (1),Piiter (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Karksi,Estonia core/west,South Estonian,viE,Piiteririie,1,1,Piiteri riie (1),Piiteririie (1),Peter-cloth (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Karstula,Finland/Savo-Karelia,Finnish,su,Pekka,1,1,Pekka (1),Pekka (1),Pekka (1)
7,Peter / Pietari / Peeter,Peter,Karttula,Finland/Savo-Karelia,Finnish,su,Pietari,3,3,Pietari (2); Petter (1),Pietari (2); petter (1),Peter (3)
7,Peter / Pietari / Peeter,Pekka/Pekko,Karttula,Finland/Savo-Karelia,Finnish,su,Pekka,1,1,Pekka (1),Pekka (1),Pekka (1)
7,Peter / Pietari / Peeter,Peter,Karula,South Estonia/Seto,South Estonian,viE,Peeter,2,1,Piiter (2),Piiter (1); Piidri (1),Peter (1); Peter's (1)
7,Peter / Pietari / Peeter,Petteri/Pietari,Karula,South Estonia/Seto,South Estonian,viE,Piitre,1,1,piitre (1),Piitre (1),Piitre (1)
7,Peter / Pietari / Peeter,Peter,Karuna,Finland/Savo-Karelia,Finnish,su,Pietari,2,2,Pietari (2),Pietaris (1); Pietari (1),Peter (2)
7,Peter / Pietari / Peeter,Pekka/Pekko,Karuna,Finland/Savo-Karelia,Finnish,su,Pekka,1,1,Pekka (1),Pekka (1),Pekka (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Karunki,Finland/Savo-Karelia,Finnish,su,Pekka,1,1,Pekka (1),Pekka (1),Pekka (1)
7,Peter / Pietari / Peeter,Peter,Karunki,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Peeter,Karuse,Estonia core/west,North Estonian,viP,Peeter,1,1,Peeter (1),Peetri (1),Peeter's (1)
7,Peter / Pietari / Peeter,Peter,Kattila,Ingria,Votic,su,Pietarin,2,1,Petterin (1); petterin (1),Pietarin (2),Peter's (2)
7,Peter / Pietari / Peeter,Peter,Kattila,Ingria,Votic,su,Pietari,1,1,petterii (1),Pietariin (1),to Peter (1)
7,Peter / Pietari / Peeter,Petteri/Pietari,Kattila,Ingria,Votic,su,Petteri,1,1,Petteri (1),Petteristä (1),from Petteri (1)
7,Peter / Pietari / Peeter,Peter,Kauhajoki,Finland/Savo-Karelia,Finnish,su,pieni poika & Pietari,1,1,pikipoika & Pietari (1),pikipoian pietari (1),Peter the little boy (1)
7,Peter / Pietari / Peeter,Peter,Kauhajoki,Finland/Savo-Karelia,Finnish,su,pikipoika & Pietari,1,1,pikipoika & pietari (1),pikipoianpietari (1),Pitch-boy-Peter (1)
7,Peter / Pietari / Peeter,Peter,Kauhava,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Kauhava,Finland/Savo-Karelia,Finnish,su,Pikipietari,1,1,Pikipietari (1),Pikipietari (1),Pitch-Peter (1)
7,Peter / Pietari / Peeter,Peter,Kauhava,Finland/Savo-Karelia,Finnish,su,pikipietari,1,1,piki-Pietari (1),Pikipietari (1),tar-Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kaukola,Finland/Savo-Karelia,Finnish,su,Pekka,1,1,Pekka (1),Pekalta (1),from Pekka (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kaukola,Finland/Savo-Karelia,Finnish,su,Pekko,1,1,Pekko (1),Pekko (1),Pekko (1)
7,Peter / Pietari / Peeter,Peter,Kaukola,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietariin (1),To Peter (1)
7,Peter / Pietari / Peeter,Peter,Kaustinen,Finland/Savo-Karelia,Finnish,su,Petter,1,1,Petter (1),Petter (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Keikyä,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietarin (1),Peter's (1)
7,Peter / Pietari / Peeter,Peter,Keila,Estonia core/west,North Estonian,viP,Peeter,1,1,Peeter (1),Peeter (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Kemi,Finland/Savo-Karelia,Finnish,su,Petteri,2,2,Petter (2),Petter (2),Peter (2)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kemi,Finland/Savo-Karelia,Finnish,su,Pekka,1,1,Pekka (1),Pekka (1),Pekka (1)
7,Peter / Pietari / Peeter,Peter,Kemi,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Petter (1),Petter (1),Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kerimäki,Finland/Savo-Karelia,Finnish,su,Pekka,4,3,Pekka (4),Pekka (4),Pekka (4)
7,Peter / Pietari / Peeter,Peter,Kerimäki,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kestilä,Finland/Savo-Karelia,Finnish,su,Pekka,3,2,Pekka (3),Pekka (2); Pekan (1),Pekka (2); Pekka's (1)
7,Peter / Pietari / Peeter,Peter,Kesälahti,Finland/Savo-Karelia,Finnish,su,Pietari,7,3,Pietari (6); Pietari-n (1),Pietarille (3); Pietari (2); Pietarin (1); Pietarilta (1),to Peter (3); Peter (2); Peter's (1); from Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kesälahti,Finland/Savo-Karelia,Finnish,su,Pekka,1,1,Pekka (1),Pekka (1),Pekka (1)
7,Peter / Pietari / Peeter,Peter,Kiihtelysvaara,Finland/Savo-Karelia,Finnish,su,Pietari,8,5,Pietari (8),Pietari (4); Pietarin (3); Pietarille (1),Peter (5); Peter's (2); to Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kiihtelysvaara,Finland/Savo-Karelia,Finnish,su,Pekka,1,1,Pekka (1),Pekka (1),Pekka (1)
7,Peter / Pietari / Peeter,Peter,Kiikka,Finland/Savo-Karelia,Finnish,su,Petteri,1,1,Petteri (1),Petteri (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Kiikoinen,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kirvu,Finland/Savo-Karelia,Finnish,su,Pekka,1,1,Pekka (1),Pekka (1),Pekka (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kirvu,Finland/Savo-Karelia,Finnish,su,Pekko,1,1,Pekko (1),Pekon (1),Pekko's (1)
7,Peter / Pietari / Peeter,Peter,Kisko,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kitee,Finland/Savo-Karelia,Finnish,su,Pekka,7,5,Pekka (7),Pekka (5); Pekan (2),Pekka (5); Pekka's (2)
7,Peter / Pietari / Peeter,Peter,Kitee,Finland/Savo-Karelia,Finnish,su,Pietari,7,5,Pietari (3); Pietar (3); pietarin (1),Pietari (4); Pietarin (2); Pietar (1),Peter (5); Peter's (2)
7,Peter / Pietari / Peeter,Peter,Kiukainen,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kiuruvesi,Finland/Savo-Karelia,Finnish,su,Pekka,6,6,Pekka (6),Pekka (6),Pekka (6)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kiuruvesi,Finland/Savo-Karelia,Finnish,su,Ystävä-Pekka,1,1,Ystävä-Pekka (1),Ystävä-Pekka (1),Friend-Pekka (1)
7,Peter / Pietari / Peeter,Peter,Kiuruvesi,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietarin (1),Peter's (1)
7,Peter / Pietari / Peeter,Peter,Kivennapa,Finland/Savo-Karelia,Finnish,su,Pietari,4,4,Pietari (2); Pietarii (2),Pietari (1); Pietariin (1); Pietarii (1); Pietarina (1),Peter (2); Peter's (1); as Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kivennapa,Finland/Savo-Karelia,Finnish,su,Pekka,1,1,Pekka (1),Pekka (1),Pekka (1)
7,Peter / Pietari / Peeter,Petteri/Pietari,Kivennapa,Finland/Savo-Karelia,Finnish,su,pietarinpoika,1,1,pietarinpoika (1),Pietarinpoika (1),son of Pietari (1)
7,Peter / Pietari / Peeter,Peter,Kodavere,Estonia core/west,North Estonian,viP,Peeter,1,1,Peeter (1),Peeter (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Koeru,Estonia core/west,North Estonian,viP,Peeter,10,3,Peeter (10),Peeter (9); Peeterile (1),Peter (9); to Peter (1)
7,Peter / Pietari / Peeter,Peeter,Koeru,Estonia core/west,North Estonian,viP,Peeter,3,2,Peeter (3),Peetrikene (1); Peetri (1); Peeter (1),little Peeter (1); Peeter's (1); Peeter (1)
7,Peter / Pietari / Peeter,Peter,Koeru,Estonia core/west,North Estonian,viP,peeter,2,1,peter (2),peetristi (1); peetri (1),Peter's way (1); Peter's (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Koivisto,Finland/Savo-Karelia,Finnish,su,Pekka,5,3,Pekka (4); Pekko (1),Pekka (4); Pekko (1),Pekka (4); Pekko (1)
7,Peter / Pietari / Peeter,Peter,Koivisto,Finland/Savo-Karelia,Finnish,su,Petteri,1,1,Petteri (1),Petteri (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Koivisto,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,pietar (1),pietari (1),Peter/staff (1)
7,Peter / Pietari / Peeter,Peter,Kolga-Jaani,Estonia core/west,North Estonian,viP,Peeter,10,2,Piiter (5); peeter (3); peetri (1); peetril (1),Peeter (6); Peetril (2); Peetrile (1); Peetri (1),Peter (8); Peter's (1); at Peter (1)
7,Peter / Pietari / Peeter,Peeter,Kolga-Jaani,Estonia core/west,North Estonian,viP,Peeter,3,2,Piit (1); Peeder (1); Peeter (1),Piitu (1); Peedrist (1); Peedi (1),Peeter (name) (1); Peeter's place (1); Peeter's (1)
7,Peter / Pietari / Peeter,Peter,Kolga-Jaani,Estonia core/west,North Estonian,viP,peetrikene,1,1,Peetri+kene (1),peetrikene (1),little Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Konnevesi,Finland/Savo-Karelia,Finnish,su,Pekka,1,1,Pekka (1),Pekka (1),Pekka (1)
7,Peter / Pietari / Peeter,Peter,Kontiolahti,Finland/Savo-Karelia,Finnish,su,Pietari,4,3,Pietari (2); Pietar (2),Pietarin (2); Pietar (2),Peter (2); Peter's (1); of Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kontiolahti,Finland/Savo-Karelia,Finnish,su,Pekka,2,2,Pekka (2),Pekka (2),Pekka (2)
7,Peter / Pietari / Peeter,Peter,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,Petri,1,1,Petri (1),Petri (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,Petteri & luu,1,1,Petteri & luu (1),Petterin luineen (1),Peter's bones (1)
7,Peter / Pietari / Peeter,Peter,Kontokki,East Karelia/Veps/Tver,Karelian Proper,ka,petralaukka,1,1,petralaukka (1),Petralaukan (1),Peter's-field.GEN (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Koprina,Ingria,Finnish,su,Pekka,1,1,Pekko (1),Pekko (1),Pekko (1)
7,Peter / Pietari / Peeter,Peter,Korpiselkä,East Karelia/Veps/Tver,Karelian Proper,ka,Pietari,19,4,Pietari (17); Pietar (2),Pietari (13); Pietarin (3); Pietarille (1); Pietarilta (1); Pietaria (1),Peter (15); Peter's (2); to Peter (1); from Peter (1)
7,Peter / Pietari / Peeter,Peter,Korpiselkä,East Karelia/Veps/Tver,Karelian Proper,ka,Pedri,5,1,Pedri (5),Pedrillään (3); Pedrin (1); Pedri (1),with his Peter (3); Peter's (1); Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Korpiselkä,East Karelia/Veps/Tver,Karelian Proper,ka,Pekka,1,1,Pekka (1),Pekka (1),Pekka (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Korpiselkä,East Karelia/Veps/Tver,Karelian Proper,ka,pekon,1,1,pekko+n (1),pekon (1),Pekko's (1)
7,Peter / Pietari / Peeter,Peter,Korpiselkä,East Karelia/Veps/Tver,Karelian Proper,ka,Pekka,1,1,pekka (1),Pekka (1),Peter (1)
7,Peter / Pietari / Peeter,Petteri/Pietari,Korpiselkä,East Karelia/Veps/Tver,Karelian Proper,ka,Pedri,1,1,Pedri (1),Pedri (1),Pedri (1)
7,Peter / Pietari / Peeter,Peter,Kose,Estonia core/west,North Estonian,viP,Peeter,3,3,Peeter (3),Peetri (2); Peeter (1),Peter's (2); Peter (1)
7,Peter / Pietari / Peeter,Peeter,Kose,Estonia core/west,North Estonian,viP,Peeter,1,1,Peeter (1),Peetri (1),Peeter's (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kuhmo,Finland/Savo-Karelia,Finnish,su,Pekka,2,2,Pekka (2),Pekka (2),Pekka (2)
7,Peter / Pietari / Peeter,Peter,Kuhmo,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Kuhmoinen,Finland/Savo-Karelia,Finnish,su,Pietari,4,4,Pietari (3); Pietar (1),Pietari (3); Pietaria (1),Peter (3); (of) Peter (1)
7,Peter / Pietari / Peeter,Peeter,Kullamaa,Estonia core/west,North Estonian,viP,Peeter,2,1,Peeter (2),Peetri (2),Peeter's (2)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kuolemajärvi,Finland/Savo-Karelia,Finnish,su,Pekka,1,1,Pekka (1),Pekka (1),Pekka (1)
7,Peter / Pietari / Peeter,Peter,Kuolemajärvi,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,pietar (1),Pietarin (1),Peter's (1)
7,Peter / Pietari / Peeter,Peter,Kuolemajärvi,Finland/Savo-Karelia,Finnish,su,Pietarinpoika,1,1,Pietarinpoika (1),Pietarinpoika (1),son-of-Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Kuopio,Finland/Savo-Karelia,Finnish,su,Pekka,5,5,Pekka (5),Pekka (4); Pekkakin (1),Pekka (4); Pekka too (1)
7,Peter / Pietari / Peeter,Peter,Kuopio,Finland/Savo-Karelia,Finnish,su,Pietari,2,2,Pietari (2),Pietarin (2),Peter's (2)
7,Peter / Pietari / Peeter,Peter,Kupanitsa,Ingria,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Kurkijoki,Finland/Savo-Karelia,Finnish,su,Petteri,1,1,Petteri (1),Petteri (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Kursi,Estonia core/west,North Estonian,viP,Peeter,2,1,Peeter (2),Peetri (1); Peeter (1),Peter's (1); Peter (1)
7,Peter / Pietari / Peeter,Peter,Kuusalu,Estonia core/west,North Estonian,viP,Peeter,8,6,Pieter (3); Pietrus (2); Peeter (2); Petraluis (1),Peeter (4); Peetri (2); Peetrus (1); Peetruse (1),Peter (5); Peter's (3)
7,Peter / Pietari / Peeter,Peeter,Kuusalu,Estonia core/west,North Estonian,viP,Peeter,2,2,Peeter (2),Peetrile (1); Peeter (1),to Peeter (1); Peeter (1)
7,Peter / Pietari / Peeter,Peter,Kuusalu,Estonia core/west,North Estonian,viP,petraluu,2,1,petraluine (2),petraluuine (2),Peter's-boned (2)
7,Peter / Pietari / Peeter,Peeter,Kuusalu,Estonia core/west,North Estonian,viP,peetri,1,1,peedi (1),peedi (1),Peeter's (1)
7,Peter / Pietari / Peeter,Peter,Kuusalu,Estonia core/west,North Estonian,viP,Peetripurk,1,1,Peederpurg (1),Peetripurgi (1),Peter's-purse (1)
7,Peter / Pietari / Peeter,Peter,Kuusalu,Estonia core/west,North Estonian,viP,Petraluu (compound),1,1,Petraluu (1),Petraluise (1),Peter-boned (1)
7,Peter / Pietari / Peeter,Peter,Kuusjoki,Finland/Savo-Karelia,Finnish,su,Pietari,2,2,Pietari (2),Pietari (2),Peter (2)
7,Peter / Pietari / Peeter,Peter,Kuusjärvi,Finland/Savo-Karelia,Finnish,su,Pietari,2,1,Pietari (2),Pietari (2),Peter (2)
7,Peter / Pietari / Peeter,Peter,Kymi,Finland/Savo-Karelia,Finnish,su,Pietari,2,2,pietari (1); Pietari (1),Pietari (2),Peter (2)
7,Peter / Pietari / Peeter,Peeter,Käina,Estonia core/west,North Estonian,viP,Peeter,1,1,Peeter (1),Peeter (1),Peeter (1)
7,Peter / Pietari / Peeter,Peter,Käkisalmi,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietarista (1),from St. Peter (1)
7,Peter / Pietari / Peeter,Peeter,Kärla,Estonia core/west,North Estonian,viP,Peeter,3,1,Peeter (3),Peeter (3),Peeter (3)
7,Peter / Pietari / Peeter,Peter,Kärla,Estonia core/west,North Estonian,viP,Peeter,1,1,Peeteri (1),Peetri (1),Peter's (1)
7,Peter / Pietari / Peeter,Peeter,Kõpu,Estonia core/west,North Estonian,viP,Peeter,2,2,Peeter (2),Peetri (2),Peeter's (2)
7,Peter / Pietari / Peeter,Peter,Kõpu,Estonia core/west,North Estonian,viP,Peetrus,2,1,Peetrus (2),Peetrus (2),Peter (2)
7,Peter / Pietari / Peeter,Peter,Lahti,Finland/Savo-Karelia,Finnish,su,Pietari,1,1,Pietari (1),Pietari (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Lahti,Finland/Savo-Karelia,Finnish,su,piki&pöksy&Pietari,1,1,piki&pöksy&Pietari (1),pikipöksy-Pietari (1),pitch-pants Peter (1)
7,Peter / Pietari / Peeter,Peter,Lahti,Finland/Savo-Karelia,Finnish,su,pikipöksypietari,1,1,pikipöksypietari (1),pikipöksypietari (1),pitch-pants-Peter (1)
7,Peter / Pietari / Peeter,Peter,Laihia,Finland/Savo-Karelia,Finnish,su,Pietari,4,4,Piatari (2); Pietari (2),Piatari (2); Pietari (2),Peter (4)
7,Peter / Pietari / Peeter,Peter,Laihia,Finland/Savo-Karelia,Finnish,su,Petteri,1,1,Petteri (1),Petteri (1),Peter (1)
7,Peter / Pietari / Peeter,Peeter,Laiuse,Estonia core/west,North Estonian,viP,Peeter,2,2,Peeter (2),Peeter (1); Peetriga (1),Peeter (1); with Peeter (1)
7,Peter / Pietari / Peeter,Peter,Laiuse,Estonia core/west,North Estonian,viP,Peeter,1,1,Peeter (1),Peeter (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Laiuse,Estonia core/west,North Estonian,viP,Peetrus,1,1,Peetrus (1),Peetrus (1),Peter (1)
7,Peter / Pietari / Peeter,Peter,Lapinjärvi,Finland/Savo-Karelia,Outside selected Finnic areas,ru,pikipietari,1,1,pikipietar (1),Pikipietari (1),tar-Peter (1)
7,Peter / Pietari / Peeter,Pekka/Pekko,Lapinlahti,Finland/Savo-Karelia,Finnish,su,pikku-Pekka,1,1,pikkupekka (1),pikku-Pekka (1),little-Pekka (1)
